Image,Total_Boxes,OCR_Japanese,OCR_Translated,GT_Translated,Similarity,TP,FP,FN
tr_img_06963,22,レ | 一20 | 0の00c6 | ア | ふ | セラトボーリア | 卜` | ル | 司 | ビ | 山岡 | ラーメン | とんミつ,le. | one | hundred | and | twenty. | 0 | 00c6 | a. | hmm. | seratobria. | i'll | be | right | back. | lu. | sir. | bi | yamaoka | ramen. | i'm | sorry.,ramen. | yama | circle | the | yamaoka | family. | ramen. | # | # | # | # | # | # | the | house | of | ramen. | bremem. | it's | a | soot | shop. | # | # | # | oh | trebi. | anak. | hurst | more. | it's | just | a | matter | of | time. | saron. | hey | bell. | a | butterfly. | marie | club. | # | # | # | snacks. | wandering | second | wahgo. | st. | boer. | snacks. | lounge. | i'm | sorry. | salt | i'm | going | deep | in | the | kooks. | watch | out | for | snow. | the | yamaoka | family. | # | # | #,0.0243,4,17,69
tr_img_06964,5,と | 久松町10-10 | 久松小正門前,and... | ten-ten-tenths | of | kumatsu | city. | kumikan | ota.,i | don't | know. | kumikan. | hissa. | real | estate | the | pines. | ten-ten-tenths | of | kumatsu | city. | kumikan | ota. | (3661-3211),0.6139,6,1,10
tr_img_06965,4,日太橋 | 人形町 | A-イ | 二丁目,sakahashi | doll | town | a-y-y. | two.,japan | bridge | it's | doll | town. | two.,0.5610,2,3,4
tr_img_06966,10,代々木四丁目 | 五新宿案内 | APＥス | NTT新宿本社ビ州 | 東京オ | ペラシテ,"i'll | be | right | there. | a | tour | of | the | 500-year-olds. | apes | ntt's | headquarters, | bi. | tokyo | pellacith",i'm | on | my | way. | i'm | on | my | way. | i'm | on | my | way. | we're | going | to | take | you | there. | first | station. | tokyo | obelatette | yeah. | # | # | #,0.3230,2,13,24
tr_img_06967,3,お8ま8,eight | eight.,empty | i've | got | a | gun | to | fire. | fire. | a | little | dangerous.,0.2472,0,2,11
tr_img_06968,2,中の島1条3丁目,it's | on | the | island. | it's | on | the | island | number | three.,it's | island | number | three | inside.,0.5636,3,7,2
tr_img_06969,11,墨田区内補環バス | すみだ百景 | すみまるくん | きんしちょうえききたぐち | 錦系田駅北園 | 錦条町站北日 | 錦系町站北口,"i'm | sorry, | i'm | sorry. | i'm | sorry. | it's | over | in | the | corner. | excuse | me, | sir. | i'm | so | nervous. | i'm | sorry, | but | i | don't | know | what | to | say. | i'm | sorry, | i'm | sorry, | i'm | sorry. | i'll | be | right | back. | i'll | be | right | back. | i'll | be | right | back.",i'm | sorry | it's | over | in | the | corner. | excuse | me | i'm | so | tired | it's | the | north | entrance | to | manchuria | city | station. | i'm | going | to | take | care | of | it. | i'm | going | to | take | care | of | it. | i'm | going | to | take | care | of | it. | i'm | going | to | take | care | of | it.,0.0507,14,30,34
tr_img_06970,6,とんクつの | 出前承り | とんかつの | デリバリー | お持ち帰り専門店,it's | like | a | hammer. | record | some | kind | of | thing. | delia. | it's | a | to-go | shop.,oh | # | # | # | i'm | out | of | here. | delia. | it's | a | to-go | shop. | i | don't | know. | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | dried-instinct. | interpretation | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | #,0.0930,6,8,84
tr_img_06971,5,元科 | 地蔵尊京 | 地（蔵（尊前（谷さ) | 地蔵尊餅 | 松蔵尊煎餅,"ex-con. | hikichi. | (george | kajitani) | i'm | sorry, | i'm | sorry, | i'm | sorry. | matsumoto | koto",original | kasai | kabuki | it's | nice | to | meet | you. | original | kasai | koto. | # | # | # | original | earth | frequency | honor. | the | roast. | i'll | take | care | of | it. | uh-huh. | i | don't | know. | remedy | i'll | be | right | back. | circle | original | kasai | kabuki | original | kasai | kabuki | a | bundle | of | men. | # | # | # | circle | one | bag. | # | # | # | circle | circle | it's | a | seed. | one | bag. | circle | # | # | # | circle | king | soo-kun. | one | bag. | circle | illusion | # | # | # | snow | white | one | bag. | # | # | # | circle | yusaki | one | bag. | # | # | # | circle | # | # | # | kyon-hong | one. | circle | fascination | # | # | # | # | # | # | the | middle | volume. | # | # | # | circle | # | # | # | one | bag. | circle | # | # | # | a | turtle | boy. | one | bag. | # | # | # | circle | original | incoming | kasai | kabuki | one | bag. | # | # | # | circle | hey. | shh. | original | i'm | sorry | one | bag. | # | # | # | circle | # | # | # | incoming | kasai | kabuki | # | # | # | # | # | # | circle | # | # | # | one | bag. | circle | i'll | see | you | in | a | minute. | one | bag. | mm-hmm. | # | # | #,0.0361,1,11,179
tr_img_06972,3,小急バス | ゴル練習場前,a | short | bus. | before | gol | practice.,ms. | koda | before | the | golf | course. | path | to,0.5155,1,5,7
tr_img_06973,1,コツモコー,hoximoco.,cosmocourt.,0.6000,0,1,1
tr_img_06974,0,,,attention,0.0000,0,0,1
tr_img_06975,0,,,yamada.,0.0000,0,0,1
tr_img_06976,3,手告り惣菜弁当 | 電話011-512-3ハ32,i'd | like | to | thank | you | for | the | thank | you | so | much. | phone | 011-512-3 | ha32.,it's | a | hand-to-hand | lunch. | it's | a | pine | shop. | phone | 011-512-3432,0.4068,1,13,9
tr_img_06977,11,次世代高画質技術 | 入力対応 | ハイダイナミックレンジ | 030ラン | 0s30ライン | 対応機種 | メソフトウェアアップデートによりしtraHDブルーレイ規格のHDR信号に対応,next-generation | high-quality | technology | input | options | high | dynamic | range | 030 | run. | 0s30 | line | recipients | so | we're | going | to | have | to | do | a | little | bit | more | work.,next-generation | high-quality | technology | high-frequency | walnuts | input | options | casualties,0.4605,5,20,3
tr_img_06978,22,6番線 | 新幹線 | 名古屋･京都-新大阪方面 | ひかり号-こだま号 | 7番線 | 新横浜・品川・東京方面,"line | 6. | shinkansen. | nagoya | kyoto, | new | osaka. | the | drawer. | line | seven. | to | tokyo, | new | yokohama.",shinkansen. | the | drawer. | line | 6. | nagoya | kyoto | and | new | osaka. | line | seven. | new | yokohama | tokugawa | it's | somewhere | in | tokyo.,0.4453,11,4,8
tr_img_06979,5,マARTNE | 神奈川 | 県宅地建物取引業協会 | 全国宅地建物取引業保証協会神奈川本部,"maartne | kanagawa. | the | state | building | trade | association. | naragawa | headquarters, | god | of | the | national | building | trade | enforcement | association.",the | house | building | society. | the | home | building | trade | association | in | kanagawa. | the | national | home | building | trade | association | public | advantages | i'm | a | lawman. | public | advantages | i'm | a | lawman.,0.2850,8,9,19
tr_img_06980,4,自転車置場 | 四国NA上 | オプ通リ歯科医院,cycling | station. | top | of | shikoku. | opal | reciprossary | clinic.,cycling | station. | i'm | at | the | dentist's | office,0.4531,2,6,5
tr_img_06981,4,中原区 | 木月 | 1丁目,central | district | tree | moon | one.,middle-earth. | tree | moon | one.,0.6301,3,2,1
tr_img_06982,71,三井のリトーク | 札幌南 | 2西6 | 通常料金 | 最大料金 | 0で利用の際は場内約歌のル | ルとマーをまってください | 048時間を怒える駐車はで違成ください | 600円 | 全 | 日 | CRED町 | 後弘 | 300円 | 60300円 | 大料に | 月木 | 金土日祝は適用ありません。 | キヤンペーン中 | 100円 | 全 | 日 | 夜間料金が | お得です | 住まいの売却購入賃貸は | リパ一ク | 法人専用 | 後払 | 駐車場用地募集中 | ビジネスカード | 三井のリリド氏プ | 精算サービス | 会員募集中!! | 土地の有劾活用 | 駐車場省理はお任せください。 | メリットイ | 現金立替不要 | 三井不動産リアルテイ札幌株式会社 | 経理処理の手間削減! | メリット2 | メリット3 | 月ごとの | 播請求! | ソンダガー | NBMカ-? | .AMSeス!,"miyu's | ricci. | -kinan. | -kinan. | two | west | six. | normal | charge. | maximum | charge | so | let's | say | we're | going | to | have | a | zero, | and | we're | going | to | have | a | zero, | and | then | we're | going | to | have | a | zero, | and | we're | going | to | have | a | zero. | i'd | like | you | to | stop | lu | and | mar. | i'd | like | to | talk | to | you | about | parking | for | four | or | four | hours. | 600 | yen. | all | days | cred | town. | recrub | 300 | yen. | 60300 | yen. | it's | a | big | deal. | moontree | it | doesn't | apply | to | friday | celebrations. | i'm | in | kiyang | peoon. | 100 | yen | all | days | we've | got | a | night | fee. | that's | good. | so | let's | say | i | have | a | house, | and | i | have | a | house. | lipa | oneak | it's | only | for | the | corporation. | i'll | pay | you | later. | we're | looking | for | a | parking | lot. | business | cards | mr. | lidd | of | mii. | calculation | services | we're | looking | for | a | member! | it's | the | land. | it's | the | land. | leave | the | parking | department | to | me. | fabulous. | no | cash | transfers. | the | real | estate | tag | company. | you're | in | trouble | with | accounting! | advantage | 2 | frequency | 3 | every | month. | explosives! | sondur. | nbmka? | amse!",the | home | of | mii. | so | let's | look | at | what | happens | when | you | sell | i've | got | one | of | them. | i've | got | one | of | them. | there's | a | night | fee. | that's | good! | i | don't | know | what | i'm | talking | about. | maximum | charge. | i'll | pay | you | later. | miyu's | rivera | one. | i'll | pay | later. | mayows | club. | it's | a | real | estate | tag | company. | 12th | and | 6th | west | of | hokkaido. | parking | name | i'm | going | to | give | you | an | example | of | how | this | works. | i'm | sorry | please | tell | me | the | name | of | the | parking | lot | above. | in | this | case | please | refrain | from | parking | for | over | 45 | hours. | and | i'm | going | to | show | you | how | to | do | that. | if | you're | hungry | maximum | charge. | all | day. | 600 | yen. | moon-tree | 300 | yen. | 100 | yen | happy | friday. | it | doesn't | apply. | all | day. | it's | a | real | estate | tag | company. | leave | it | to | me | to | manage | the | parking | lot. | so | let's | see | if | we | can | figure | out | how | to | do | that. | quorati. | normal | charge. | 60 | minutes | and | 200 | yen. | 60 | minutes | per | 300 | yen. | 60 | minutes | per | 100 | yen. | i'll | pay | you | later. | riverk | of | mii. | i'll | pay | later. | we're | looking | for | a | parking | lot. | i'm | lippak | lippa | it's | called | 'sho-sho-sho'. | it's | called | 'sho-sho-sho-sho'. | it's | only | for | the | corporation. | khytz | yures | magnification | sa | onebis | the | monthly | bill! | you're | in | trouble | with | accounting! | we | don't | need | cash | money! | mellyph | 1 | mellycht | 2 | mellyphant | 3 | lipa | oneak | the | power | of | the | bitgnes. | we're | looking | for | a | member! | i'm | not | a | genius. | i'm | a | genius. | i've | got | the | power | of | double-bossolesis. | i'm | miyumi | miyoshi. | i'm | tokibis.,0.0892,93,85,165
tr_img_06983,4,クリーンビル | さっぽらえ肌 | カラーメン桜,clean | bill | it's | got | skin | on | it. | color | mensa,i | don't | know | what | you're | talking | about. | i | don't | know | what | you're | talking | about. | the | new | ramen | knife. | greenville. | the | ultimate. | chrysanthemum | it's | a | jar. | i | don't | have | any | red | blood. | the | new | ramen | knife. | ha-ha-ha-ha. | i | don't | like | it. | no.3 | greenville. | # | # | # | # | # | # | # | # | # | # | # | #,0.0412,2,7,52
tr_img_06984,3,川崎市中原区木月 | 高山 | 貞一郎,the | lunar | month | of | kawasaki. | takayama | sadichiro.,the | lunar | month | of | kawasaki. | ichiro | takayama.,0.8205,5,2,2
tr_img_06985,2,ご案内,come | with | me.,shiragawa | let | me | show | you | around.,0.3333,0,3,6
tr_img_06986,4,,,kawasaki | city | yoshiki | station.,0.0000,0,0,4
tr_img_06987,5,宅添橋 | 行先 | 山01 | 山川駅 | おま橋,home | bridge | path | to | mountain | one. | yamagawa | station | the | bridge.,hih-ha-ha. | (applause) | send01 | path | to | koda | shortbus. | sengawa | station. | home | bridge,0.6444,4,6,7
tr_img_06988,1,休診中,i'm | taking | a | break.,i'm | taking | a | break.,1.0000,4,0,0
tr_img_06989,2,江言の賑わい | 人形町通り,i | don't | like | the | language. | dolltown | street.,cycling | edo's | in | trouble. | dolltown | street. | a | fresh | house. | it's | from | dolltown. | it's | doll | town. | central | central | it's | doll | town. | it's | doll | town. | kyung | soo-yeon,0.0232,2,5,23
tr_img_06990,2,中の島１条２丁目,i'm | on | the | island. | i'm | on | the | island.,one | and | two | islands | inside.,0.5581,0,8,5
tr_img_06991,0,,,the | noble | gate. | sakura | gate,0.0000,0,0,5
tr_img_06992,2,山0 | 酒たばこ,mountain | 0 | i | smoke.,i'll | get | you | a | drink.,0.4444,0,4,5
tr_img_06993,7,中央 | 日本橋火形町丁目C,center | i'm | not | sure | if | it's | possible.,central | central | i'm | eight | times | the | size | of | japan's | bridge | hotel.,0.5522,1,6,10
tr_img_06994,10,三保 | 清水港 | へ,three. | guayry | bay | hey.,three. | guayry | bay,0.8571,3,1,0
tr_img_06995,2,ミツヤ代々木,you're | a | tree.,it's | been | a | long | time | since | i've | known | you. | the | apothecary.,0.2474,1,2,10
tr_img_06996,4,地 | 三町駅,earth | threetown | station.,subway | mida | station.,0.5769,1,2,2
tr_img_06997,0,,,left,0.0000,0,0,1
tr_img_06998,5,芝五目,the | fifth | lawn.,port | area | five | lawns.,0.6522,0,3,4
tr_img_06999,6,慣れ親しんだそろばんを再び始めてみませんか？ | 随時入会司 | 見学-体験随時司能　新規会員募集 | 継続講座 | 頭の活性化で記憶力を高める | 大人の照トしそろげん,why | don't | we | start | again | the | familiar | symbol? | i'll | always | be | in | the | club. | i'm | going | to | be | a | tour-e-e-e-e-e-e-e-e-e-e-e. | continue | course | i'm | going | to | use | my | brain | to | activate | my | memory. | it's | just | grown-up | stuff.,why | don't | we | start | again | the | familiar | symbol? | a | tour. | experienced. | new | recruitment | you'll | always | be | there. | continue | course | i'm | going | to | use | my | head | to | enhance | my | memory. | i'm | a | grown | man.,0.3094,22,14,11
tr_img_07000,0,,,tobacco. | tokyo | hey. | # | # | #,0.0000,0,0,6
